ProgramKodu,UniversiteAdi,FakulteAdi,BolumAdi,PuanTuru,GenelKontenjan,Yerlesen,EnKucukPuan,EnBuyukPuan,OBKontenjan,OBYerlesen,OBEnKucukPuan,OBEnBuyukPuan
100470706,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları (İÖ),TYT,40,41,192.57928,220.50558,1,0, , 
100450138,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Pazarlama,TYT,30,31,197.39830,236.39372,1,0, , 
100451887,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Radyo ve Televizyon Programcılığı,TYT,50,52,214.87318,255.13446,2,0, , 
100452028,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Raylı Sistemler Yol Teknolojisi,TYT,40,40,243.36225,276.81879,1,1,207.05837,207.05837
100450174,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Turizm ve Otel İşletmeciliği,TYT,60,62,204.40651,242.96645,2,0, , 
100450183,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Yerel Yönetimler,TYT,60,62,200.26832,268.34681,2,0, , 
100471113,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Afyon Meslek Yüksekokulu,Yerel Yönetimler (İÖ),TYT,50,28,172.64715,228.85374,2,0, , 
100451145,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Başmakçı Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,30,31,191.62715,254.03249,1,0, , 
100490208,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Başmakçı Meslek Yüksekokulu,Dış Ticaret,TYT,30,5,183.24438,209.12769,1,0, , 
100451499,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bayat Meslek Yüksekokulu,İnsan Kaynakları Yönetimi,TYT,30,31,198.86297,273.42787,1,0, , 
100451948,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bayat Meslek Yüksekokulu,Laborant ve Veteriner Sağlık,TYT,55,57,250.78170,286.79736,2,0, , 
100471246,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bayat Meslek Yüksekokulu,Laborant ve Veteriner Sağlık (İÖ),TYT,45,47,236.65279,333.91890,2,0, , 
100450305,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,60,62,200.37271,259.56778,2,0, , 
100450465,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,50,52,221.84353,305.33172,2,0, , 
100451781,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,35,10,189.76109,264.20467,1,0, , 
100490186,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Çağrı Merkezi Hizmetleri,TYT,30,31,188.43376,229.76646,1,0, , 
100450332,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Dış Ticaret,TYT,25,10,183.93641,240.65593,1,0, , 
100451896,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Doğalgaz ve Tesisatı Teknolojisi,TYT,20,17,182.77070,226.34249,1,0, , 
100450359,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Elektrik,TYT,40,41,206.68795,281.05461,1,0, , 
100450368,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Gıda Teknolojisi,TYT,50,52,201.20940,251.64649,2,0, , 
100451454,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,İnşaat Teknolojisi,TYT,40,40,177.03638,217.23440,1,0, , 
100451366,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,İşletme Yönetimi,TYT,25,7,178.50027,201.23748,1,0, , 
100450438,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Makine,TYT,40,41,212.30405,309.21138,1,0, , 
100451648,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Mekatronik,TYT,40,41,220.92719,288.82266,1,0, , 
100451242,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Bolvadin Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,20,12,184.11756,252.84738,1,0, , 
100451093,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Çay Meslek Yüksekokulu,Çocuk Gelişimi,TYT,80,82,242.40248,267.92570,2,0, , 
100450474,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Çay Meslek Yüksekokulu,Elektrik,TYT,40,41,204.51702,237.42088,1,0, , 
100451303,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Çay Meslek Yüksekokulu,Kimya Teknolojisi,TYT,25,26,214.55058,314.42387,1,0, , 
100451251,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Çay Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,20,8,185.19211,207.45045,1,0, , 
100451339,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Çay Meslek Yüksekokulu,Otomotiv Teknolojisi,TYT,40,41,208.23467,243.60271,1,0, , 
100451136,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Dazkırı Meslek Yüksekokulu,Elektrik,TYT,40,17,183.65859,227.73919,1,0, , 
100451984,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Dazkırı Meslek Yüksekokulu,Yapı Denetimi,TYT,25,5,175.68617,252.08889,1,0, , 
100451578,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Dinar Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,25,26,227.10392,299.84714,1,0, , 
100451269,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Dinar Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,25,23,178.11286,234.97187,1,0, , 
100490188,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Aşçılık,TYT,40,41,237.57530,275.42518,1,0, , 
100490194,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Aşçılık (İÖ),TYT,30,31,217.98135,234.70116,1,0, , 
100451763,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,40,41,192.40683,323.59641,1,0, , 
100451587,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,40,41,221.65667,253.74380,1,0, , 
100450589,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Harita ve Kadastro,TYT,40,41,220.73020,249.58254,1,0, , 
100470645,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Harita ve Kadastro (İÖ),TYT,30,31,204.48050,260.83895,1,0, , 
100490195,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Laborant ve Veteriner Sağlık,TYT,40,41,249.96527,302.40153,1,0, , 
100490209,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Laborant ve Veteriner Sağlık (İÖ),TYT,40,41,233.33943,256.70435,1,0, , 
100451815,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Emirdağ Meslek Yüksekokulu,Yapı Denetimi,TYT,30,30,170.34785,229.54133,1,0, , 
100451824,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),İscehisar Meslek Yüksekokulu,İş Makineleri Operatörlüğü,TYT,25,26,214.53714,289.85689,1,0, , 
100490198,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),İscehisar Meslek Yüksekokulu,Makine Resim ve Konstrüksiyonu,TYT,30,28,184.28828,275.95780,1,0, , 
100490205,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),İscehisar Meslek Yüksekokulu,Mermer Teknolojisi,TYT,20,6,189.13297,227.36276,1,0, , 
100451675,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Sandıklı Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,35,36,220.84988,324.88273,1,0, , 
100451799,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Sandıklı Meslek Yüksekokulu,Büro Yönetimi ve Yönetici Asistanlığı,TYT,25,11,173.39149,217.53347,1,0, , 
100452019,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Sandıklı Meslek Yüksekokulu,Halkla İlişkiler ve Tanıtım,TYT,50,41,173.25339,281.18469,2,0, , 
100450702,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Sandıklı Meslek Yüksekokulu,Harita ve Kadastro,TYT,45,47,217.11114,291.64725,2,0, , 
100451409,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Sandıklı Meslek Yüksekokulu,İşletme Yönetimi,TYT,25,7,192.38865,261.01135,1,0, , 
100451806,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Sinanpaşa Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,35,36,219.56126,248.84067,1,0, , 
100450783,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Sultandağı Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,40,32,184.49912,288.82637,1,0, , 
100450792,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Sultandağı Meslek Yüksekokulu,Gıda Teknolojisi,TYT,30,31,197.12849,272.64801,1,0, , 
100451172,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Şuhut Meslek Yüksekokulu,Gıda Teknolojisi,TYT,45,47,195.47915,237.23654,2,0, , 
100451912,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Şuhut Meslek Yüksekokulu,Laborant ve Veteriner Sağlık,TYT,50,52,255.72097,345.11040,2,0, , 
100471228,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Şuhut Meslek Yüksekokulu,Laborant ve Veteriner Sağlık (İÖ),TYT,40,41,242.26355,268.07372,1,0, , 
100490189,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Şuhut Meslek Yüksekokulu,Reklamcılık,TYT,25,15,175.68089,239.35253,1,0, , 
100451693,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Uzaktan Eğitim Meslek Yüksekokulu,Bilgisayar Programcılığı (Uzaktan Öğretim),TYT,80,82,220.77049,330.39618,2,0, , 
100451939,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Uzaktan Eğitim Meslek Yüksekokulu,Bilgisayar Teknolojisi (Uzaktan Öğretim),TYT,40,41,212.18079,290.68959,1,0, , 
100451921,AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR) (Devlet Üniversitesi),Uzaktan Eğitim Meslek Yüksekokulu,Harita ve Kadastro (Uzaktan Öğretim),TYT,50,52,273.01519,387.85039,2,0, , 
112690179,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Diyaliz,TYT,60,61,293.62380,347.54926,2,1,197.67843,197.67843
112651199,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Elektronörofizyoloji,TYT,50,52,280.29368,363.28498,2,0, , 
112651621,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Fizyoterapi,TYT,80,80,291.23290,341.59588,2,2,243.04855,265.94479
112670981,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Fizyoterapi (İÖ),TYT,60,62,281.43141,303.39939,2,0, , 
112690180,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım,TYT,60,60,319.62935,362.79821,2,2,233.82588,295.44871
112651603,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Ortopedik Protez ve Ortez,TYT,60,62,282.04872,370.21936,2,0, , 
112651718,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Sağlık Kurumları İşletmeciliği,TYT,60,62,234.16520,268.66108,2,0, , 
112690245,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Sağlık Kurumları İşletmeciliği (İÖ),TYT,40,41,206.79596,237.61239,1,0, , 
112650262,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik,TYT,80,82,270.65219,324.84355,2,0, , 
112670178,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik (İÖ),TYT,60,62,254.37149,277.59941,2,0, , 
112651612,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Görüntüleme Teknikleri,TYT,70,72,298.93639,348.07191,2,0, , 
112651596,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri,TYT,70,72,288.89766,330.00078,2,0, , 
112671149,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (İÖ),TYT,60,62,280.35217,316.75047,2,0, , 
112651551,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Atatürk Sağlık Hizmetleri Meslek Yüksekokulu,Yaşlı Bakımı,TYT,60,62,243.88725,284.29343,2,0, , 
112690246,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Bolvadin Sağlık Hizmetleri Meslek Yüksekokulu,Sağlık Kurumları İşletmeciliği,TYT,40,41,208.70327,263.09686,1,0, , 
112690222,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Bolvadin Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Dokümantasyon ve Sekreterlik,TYT,40,41,261.06920,286.45597,1,0, , 
112690220,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Şuhut Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım,TYT,40,40,311.00433,324.47803,1,1,267.67282,267.67282
112690244,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Şuhut Sağlık Hizmetleri Meslek Yüksekokulu,Patoloji Laboratuvar Teknikleri,TYT,40,40,275.93914,293.61041,1,1,227.23499,227.23499
112690223,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Devlet Üniversitesi),Şuhut Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri,TYT,40,41,284.24517,294.04296,1,0, , 
100550243,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Doğubayazıt Ahmed-i Hani Meslek Yüksekokulu,Aşçılık,TYT,50,52,199.27839,285.12026,2,0, , 
100590081,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Doğubayazıt Ahmed-i Hani Meslek Yüksekokulu,Çocuk Gelişimi,TYT,40,41,227.47826,277.91798,1,0, , 
100590082,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Doğubayazıt Ahmed-i Hani Meslek Yüksekokulu,İlk ve Acil Yardım,TYT,40,40,298.58755,319.51447,1,1,276.69510,276.69510
100590070,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Doğubayazıt Ahmed-i Hani Meslek Yüksekokulu,Yapı Denetimi,TYT,20,13,183.46991,257.50289,1,0, , 
100550234,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Eleşkirt Meslek Yüksekokulu,Bankacılık ve Sigortacılık,TYT,50,43,169.39872,237.90679,2,0, , 
100590071,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Eleşkirt Meslek Yüksekokulu,Laborant ve Veteriner Sağlık,TYT,40,41,220.90307,287.58183,1,0, , 
100590076,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Eleşkirt Meslek Yüksekokulu,Sağlık Kurumları İşletmeciliği,TYT,30,31,197.87312,257.31487,1,0, , 
100550031,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,40,41,218.06182,364.36514,1,0, , 
100550049,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Elektrik,TYT,35,36,197.63585,302.75647,1,0, , 
100550155,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Geleneksel El Sanatları,TYT,30,7,186.03885,277.51737,1,0, , 
100550288,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Grafik Tasarımı,TYT,35,36,191.52047,277.98113,1,0, , 
100550297,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,İş Sağlığı ve Güvenliği,TYT,50,52,213.44953,366.00610,2,0, , 
100550022,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Makine,TYT,30,9,189.27085,231.79963,1,0, , 
100550013,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Mekatronik,TYT,30,27,179.55265,272.66228,1,0, , 
100550225,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları,TYT,35,36,193.77825,273.96140,1,0, , 
100570062,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Muhasebe ve Vergi Uygulamaları (İÖ),TYT,25,13,190.08800,272.94694,1,0, , 
100590072,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Nükleer Teknoloji ve Radyasyon Güvenliği,TYT,20,21,199.98890,268.17870,1,0, , 
100550128,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Organik Tarım,TYT,30,12,187.86494,245.86752,1,0, , 
100550164,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Posta Hizmetleri,TYT,60,62,204.83473,297.80658,2,0, , 
100570141,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Meslek Yüksekokulu,Posta Hizmetleri (İÖ),TYT,50,48,169.77582,266.95046,2,0, , 
100590065,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Patnos Meslek Yüksekokulu,Bilgisayar Programcılığı,TYT,40,38,181.92779,453.16889,1,0, , 
100590079,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Patnos Meslek Yüksekokulu,Biyomedikal Cihaz Teknolojisi,TYT,30,31,208.49944,268.80307,1,0, , 
100590080,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Patnos Meslek Yüksekokulu,Eczane Hizmetleri,TYT,30,30,271.25221,361.18505,1,1,220.08297,220.08297
100590066,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Patnos Meslek Yüksekokulu,İnşaat Teknolojisi,TYT,30,7,191.02809,262.09197,1,0, , 
100590068,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Patnos Meslek Yüksekokulu,Mimari Restorasyon,TYT,25,12,186.70939,277.70680,1,0, , 
100590062,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Patnos Meslek Yüksekokulu,Optisyenlik,TYT,30,31,229.76375,336.50138,1,0, , 
100590063,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Patnos Meslek Yüksekokulu,Sivil Savunma ve İtfaiyecilik,TYT,40,41,220.19415,309.12468,1,0, , 
100550085,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Çocuk Gelişimi,TYT,55,57,250.68216,307.19404,2,0, , 
100570105,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Çocuk Gelişimi (İÖ),TYT,45,47,229.26423,310.36699,2,0, , 
100550191,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Engelli Bakımı ve Rehabilitasyon,TYT,50,52,232.77974,279.97765,2,0, , 
100570177,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Engelli Bakımı ve Rehabilitasyon (İÖ),TYT,40,41,213.59025,298.19883,1,0, , 
100550067,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım,TYT,50,50,307.46924,419.97976,2,2,220.17169,244.26002
100570114,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,İlk ve Acil Yardım (İÖ),TYT,40,41,302.03865,417.98624,1,0, , 
100550207,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri,TYT,50,50,281.07840,434.95940,2,2,212.31645,247.21588
100570186,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Tıbbi Laboratuvar Teknikleri (İÖ),TYT,40,41,268.98596,396.11603,1,0, , 
100550137,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Yaşlı Bakımı,TYT,40,41,236.97627,285.42304,1,0, , 
100570123,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sağlık Hizmetleri Meslek Yüksekokulu,Yaşlı Bakımı (İÖ),TYT,40,41,215.29930,259.69159,1,0, , 
100590069,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sivil Havacılık Meslek Yüksekokulu,Sivil Hava Ulaştırma İşletmeciliği,TYT,40,41,200.03023,324.56114,1,0, , 
100590059,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ (Devlet Üniversitesi),Sivil Havacılık Meslek Yüksekokulu,Sivil Havacılık Kabin Hizmetleri,TYT,45,47,213.93414,283.60622,2,0, , 
100751363,AKDENİZ ÜNİVERSİTESİ (ANTALYA) (Devlet Üniversitesi),Adalet Meslek Yüksekokulu,Adalet,TYT,70,70,299.56132,476.79111,2,2,256.69348,261.91952
